Company,Date,Time,Rocket,Mission,RocketStatus,MissionStatus,Day/Night Launch,Complex ID,Launch Site,Territory,Country
RVSN USSR,5/29/69,6:59:00,Voskhod,Cosmos 284,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,6/3/69,12:57:00,Cosmos-2I (63SM),Cosmos 285,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,6/12/69,6:00:00,Cosmos-3MRB (65MRB),BOR-2 Shuttle,Retired,Success,Day,Site 86/1,Kapustin Yar,,Russia
RVSN USSR,6/14/69,23:59:00,Proton K/Block D,Luna-15b,Retired,Failure,Night,Site 81/24,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,6/15/69,8:59:00,Voskhod,Cosmos 286,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,6/24/69,6:50:00,Voskhod,Cosmos 287,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,6/27/69,6:59:00,Voskhod,Cosmos 288,Retired,Success,Day,Site 1/5,Baikonur Cosmodrome,,Kazakhstan
CECLES,7/3/69,8:06:00,Europa 1,STV-2,Retired,Failure,Day,LA-5B,RAAF Woomera Range Complex,,Australia
RVSN USSR,7/3/69,20:18:00,N1-L3,5L (Zond L1S-2),Retired,Failure,Night,Site 110/38,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,7/10/69,9:00:00,Voskhod,Cosmos 289,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,7/22/69,12:30:00,Voskhod,Cosmos 290,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,7/22/69,12:55:00,Molniya-M /Block L,Molniya-1 na A18,Retired,Success,Day,Site 1/5,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,7/23/69,9:00:00,Cosmos-2I (63SM),DS-P1-You #23,Retired,Failure,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,8/6/69,5:40:00,Tsyklon-2,Cosmos 291,Retired,Success,Night,Site 90/19,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,8/7/69,23:48:00,Proton K/Block D,Zond-7,Retired,Success,Night,Site 81/23,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,8/13/69,22:00:00,Cosmos-3M (11K65M),Cosmos 292,Retired,Success,Night,Site 132/2,Plesetsk Cosmodrome,,Russia
RVSN USSR,8/16/69,11:59:00,Voskhod,Cosmos 293,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,8/19/69,13:00:00,Voskhod,Cosmos 294,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,8/22/69,14:14:00,Cosmos-2I (63SM),Cosmos 295,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,8/29/69,9:05:00,Voskhod,Cosmos 296,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,9/2/69,11:00:00,Voskhod,Cosmos 297,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,9/15/69,16:00:00,Tsyklon,Cosmos 298,Retired,Success,Day,Site 191/66,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,9/18/69,8:40:00,Voskhod,Cosmos 299,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
UT,9/22/69,,Lambda-IV S,Osumi,Retired,Failure,, ,Uchinoura Space Center,,Japan
RVSN USSR,9/23/69,15:00:00,Proton K/Block D,Cosmos 300 (luna-16a),Retired,Success,Day,Site 81/24,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,9/24/69,12:15:00,Voskhod,Cosmos 301,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,10/6/69,1:45:00,Vostok-2M,Meteor na A13,Retired,Success,Night,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,10/11/69,11:10:00,Soyuz,Soyuz 6,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,10/12/69,10:44:00,Soyuz,Soyuz 7,Retired,Success,Day,Site 1/5,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,10/13/69,10:19:00,Soyuz,Soyuz 8,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,10/14/69,13:19:00,Cosmos-2I (63SM),Intercosmos-1,Retired,Success,Day,Site 86/1,Kapustin Yar,,Russia
RVSN USSR,10/17/69,11:45:00,Voskhod,Cosmos 302,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,10/18/69,10:00:00,Cosmos-2I (63SM),Cosmos 303,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,10/21/69,12:49:00,Cosmos-3M (11K65M),Cosmos 304,Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,10/22/69,14:09:00,Proton K/Block D,Cosmos 305 (Luna-16b),Retired,Failure,Day,Site 81/24,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,10/24/69,9:40:00,Voskhod,Cosmos 306,Retired,Success,Day,Site 1/5,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,10/24/69,13:01:00,Cosmos-2I (63SM),Cosmos 307,Retired,Success,Day,Site 86/1,Kapustin Yar,,Russia
Yuzhmash,11/1/69,10:59:00,Tsyklon-2,IS Mass Model,Retired,Success,Day,Site 90/20,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,11/4/69,12:00:00,Cosmos-2I (63SM),Cosmos 308,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,11/12/69,11:30:00,Voskhod,Cosmos 309,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,11/15/69,8:30:00,Voskhod,Cosmos 310,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
CASC,11/16/69,,Long March 1,Test flight,Retired,Failure,,Site 5020 (LA-2A),Jiuquan Satellite Launch Center,,China
RVSN USSR,11/24/69,11:04:00,Cosmos-2I (63SM),Cosmos 311,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,11/24/69,16:49:00,Cosmos-3M (11K65M),Cosmos 312,Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,11/28/69,9:00:00,Proton K/Block D,Zond (L1E),Retired,Failure,Day,Site 81/23,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,12/3/69,13:20:00,Voskhod,Cosmos 313,Retired,Success,Day,Site 43/4,Plesetsk Cosmodrome,,Russia
RVSN USSR,12/11/69,12:59:00,Cosmos-2I (63SM),Cosmos 314,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,12/20/69,3:26:00,Cosmos-3M (11K65M),Cosmos 315,Retired,Success,Night,Site 132/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,12/23/69,9:25:00,Tsyklon-2,Cosmos 316,Retired,Success,Day,Site 90/20,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,12/23/69,13:50:00,Voskhod,Cosmos 317,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,12/25/69,9:59:00,Cosmos-2I (63SM),Intercosmos-2,Retired,Success,Day,Site 86/1,Kapustin Yar,,Russia
RVSN USSR,12/27/69,14:20:00,Cosmos-3M (11K65M),Ionosfernaya #1,Retired,Failure,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,1/9/70,9:20:00,Voskhod,Cosmos 318,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,1/15/70,13:40:00,Cosmos-2I (63SM),Cosmos 319,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,1/16/70,10:59:00,Cosmos-2I (63SM),Cosmos 320,Retired,Success,Day,Site 86/1,Kapustin Yar,,Russia
RVSN USSR,1/20/70,20:20:00,Cosmos-2I (63SM),Cosmos 321,Retired,Success,Night,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,1/21/70,12:00:00,Voskhod,Cosmos 322,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,1/30/70,15:40:00,Cosmos-2I (63SM),DS-P1-I #6,Retired,Failure,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,2/6/70,4:16:00,Proton K/Block D,Luna-16c,Retired,Failure,Night,Site 81/23,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,2/10/70,12:00:00,Voskhod,Cosmos 323,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
UT,2/11/70,4:25:00,Lambda-IV S,Osumi,Retired,Success,Night, ,Uchinoura Space Center,,Japan
RVSN USSR,2/17/70,18:57:00,Molniya-M /Block L,Molniya-1 na A17,Retired,Success,Night,Site 43/4,Plesetsk Cosmodrome,,Russia
RVSN USSR,2/27/70,17:24:00,Cosmos-2I (63SM),Cosmos 324,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,3/4/70,12:14:00,Voskhod,Cosmos 325,Retired,Success,Day,Site 43/4,Plesetsk Cosmodrome,,Russia
CNES,3/10/70,15:20:00,Diamant B,WIKA & MIKA,Retired,Success,Day,ELD,Guiana Space Centre - French Guiana,,France
RVSN USSR,3/13/70,8:00:00,Voskhod,Cosmos 326,Retired,Success,Day,Site 43/4,Plesetsk Cosmodrome,,Russia
RVSN USSR,3/17/70,11:10:00,Vostok-2M,Meteor na A14,Retired,Partial Failure,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,3/18/70,14:39:00,Cosmos-2I (63SM),Cosmos 327,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,3/27/70,11:45:00,Voskhod,Cosmos 328,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,4/3/70,8:30:00,Voskhod,Cosmos 329,Retired,Success,Day,Site 43/4,Plesetsk Cosmodrome,,Russia
RVSN USSR,4/7/70,11:10:00,Cosmos-3M (11K65M),Cosmos 330,Retired,Success,Day,Site 132/2,Plesetsk Cosmodrome,,Russia
RVSN USSR,4/8/70,10:15:00,Voskhod,Cosmos 331,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,4/11/70,17:00:00,Cosmos-3M (11K65M),Cosmos 332,Retired,Success,Day,Site 132/2,Plesetsk Cosmodrome,,Russia
RVSN USSR,4/15/70,9:00:00,Voskhod,Cosmos 333,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,4/23/70,13:20:00,Cosmos-2I (63SM),Cosmos 334,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
CASC,4/24/70,13:35:00,Long March 1,Dong Fang Hong 1,Retired,Success,Day,Site 5020 (LA-2A),Jiuquan Satellite Launch Center,,China
RVSN USSR,4/24/70,22:24:00,Cosmos-2I (63SM),Cosmos 335,Retired,Success,Night,Site 86/1,Kapustin Yar,,Russia
RVSN USSR,4/25/70,17:09:00,Cosmos-3M (11K65M),Cosmos 336 to 343,Retired,Success,Day,Site 132/2,Plesetsk Cosmodrome,,Russia
RVSN USSR,4/28/70,10:50:00,Vostok-2M,Meteor na A15,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,5/12/70,10:10:00,Voskhod,Cosmos 344,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,5/20/70,9:20:00,Voskhod,Cosmos 345,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,5/22/70,12:39:00,Cosmos-2I (63SM),DS-P1-You #36,Retired,Failure,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
Roscosmos,6/1/70,19:00:00,Soyuz,Soyuz 9,Retired,Success,Night,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,6/10/70,9:30:00,Voskhod,Cosmos 346,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
CECLES,6/12/70,6:06:00,Europa 1,STV-3,Retired,Failure,Day,LA-5B,RAAF Woomera Range Complex,,Australia
RVSN USSR,6/12/70,9:30:00,Cosmos-2I (63SM),Cosmos 347,Retired,Success,Day,Site 86/1,Kapustin Yar,,Russia
RVSN USSR,6/13/70,4:59:00,Cosmos-2I (63SM),Cosmos 348,Retired,Success,Night,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,6/17/70,12:59:00,Voskhod,Cosmos 349,Retired,Success,Day,Site 43/4,Plesetsk Cosmodrome,,Russia
RVSN USSR,6/23/70,14:15:00,Vostok-2M,Meteor na A16,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,6/26/70,3:23:00,Molniya-M /Block L,Molniya-1 na A21,Retired,Success,Night,Site 43/4,Plesetsk Cosmodrome,,Russia
RVSN USSR,6/26/70,12:00:00,Voskhod,Cosmos 350,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,6/27/70,7:39:00,Cosmos-2I (63SM),Cosmos 351,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,6/27/70,16:40:00,Cosmos-3M (11K65M),Strela-2M satellite,Retired,Failure,Day,Site 132/2,Plesetsk Cosmodrome,,Russia
RVSN USSR,7/7/70,10:30:00,Voskhod,Cosmos 352,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,7/9/70,13:35:00,Voskhod,Cosmos 353,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,7/21/70,12:30:00,Voskhod,Zenit-4 na A75,Retired,Failure,Day,Site 43/4,Plesetsk Cosmodrome,,Russia
RVSN USSR,7/28/70,22:00:00,Tsyklon,Cosmos 354,Retired,Success,Night,Site 191/66,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,7/31/70,2:00:00,Cosmos-3MRB (65MRB),BOR-2 Shuttle,Retired,Success,Night,Site 86/1,Kapustin Yar,,Russia
RVSN USSR,8/7/70,2:59:00,Cosmos-2I (63SM),Intercosmos-3,Retired,Success,Night,Site 86/1,Kapustin Yar,,Russia
RVSN USSR,8/7/70,9:30:00,Voskhod,Cosmos 355,Retired,Success,Day,Site 43/4,Plesetsk Cosmodrome,,Russia
RVSN USSR,8/10/70,19:59:00,Cosmos-2I (63SM),Cosmos 356,Retired,Success,Night,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,8/17/70,5:38:00,Molniya-M /Block NVL,Venera 7,Retired,Success,Night,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,8/19/70,14:59:00,Cosmos-2I (63SM),Cosmos 357,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,8/20/70,14:30:00,Cosmos-3M (11K65M),Cosmos 358,Retired,Partial Failure,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,8/22/70,5:06:00,Molniya-M /Block NVL,Cosmos 359,Retired,Partial Failure,Night,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,8/29/70,8:30:00,Voskhod,Cosmos 360,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,9/8/70,10:30:00,Voskhod,Cosmos 361,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,9/12/70,13:25:00,Proton K/Block D,Luna-16,Retired,Success,Day,Site 81/23,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,9/16/70,12:00:00,Cosmos-2I (63SM),Cosmos 362,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,9/17/70,8:10:00,Voskhod,Cosmos 363,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
ISAS,9/22/70,5:00:00,Mu-IV S,Shinsei,Retired,Failure,Night,Mu Pad,Uchinoura Space Center,,Japan
RVSN USSR,9/22/70,13:00:00,Voskhod,Cosmos 364,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,9/25/70,14:05:00,Tsyklon,Cosmos 365,Retired,Success,Day,Site 161/35,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,9/29/70,8:14:00,Molniya-M /Block L,Molniya-1 na A19,Retired,Success,Day,Site 43/4,Plesetsk Cosmodrome,,Russia
RVSN USSR,10/1/70,8:20:00,Voskhod,Cosmos 366,Retired,Success,Day,Site 1/5,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,10/3/70,10:26:00,Tsyklon-2,Cosmos 367,Retired,Success,Day,Site 90/19,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,10/8/70,12:39:00,Voskhod,Cosmos 368,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,10/8/70,15:10:00,Cosmos-2I (63SM),Cosmos 369,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,10/9/70,11:04:00,Voskhod,Cosmos 370,Retired,Success,Day,Site 1/5,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,10/12/70,13:57:00,Cosmos-3M (11K65M),Cosmos 371,Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,10/14/70,11:30:00,Cosmos-2I (63SM),Intercosmos-4,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,10/15/70,11:22:00,Vostok-2M,Meteor na A17,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,10/16/70,15:00:00,Cosmos-3M (11K65M),Cosmos 372,Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,10/20/70,5:38:00,Tsyklon-2,Cosmos 373,Retired,Success,Night,Site 90/19,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,10/20/70,19:55:00,Proton K/Block D,Zond-8,Retired,Success,Night,Site 81/23,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,10/23/70,4:42:00,Tsyklon-2,Cosmos 374,Retired,Success,Night,Site 90/20,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,10/30/70,2:36:00,Tsyklon-2,Cosmos 375,Retired,Success,Night,Site 90/20,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,10/30/70,13:20:00,Voskhod,Cosmos 376,Retired,Success,Day,Site 43/4,Plesetsk Cosmodrome,,Russia
RAE,11/2/70,0:34:00,Black Arrow,Orba,Retired,Failure,Night,LA-5B,RAAF Woomera Range Complex,,Australia
RVSN USSR,11/10/70,14:40:00,Proton K/Block D,Luna-17,Retired,Success,Day,Site 81/23,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,11/11/70,9:20:00,Voskhod,Cosmos 377,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,11/17/70,,Cosmos-3M (11K65M),Cosmos 378,Retired,Success,,Site 132/2,Plesetsk Cosmodrome,,Russia
RVSN USSR,11/24/70,5:15:00,Soyuz L,Cosmos 379 (T2K Lunar Lander),Retired,Success,Night,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,11/24/70,10:59:00,Cosmos-2I (63SM),Cosmos 380,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,11/27/70,15:47:00,Molniya-M /Block L,Molniya-1 na A23,Retired,Success,Day,Site 43/4,Plesetsk Cosmodrome,,Russia
RVSN USSR,12/2/70,4:00:00,Cosmos-3M (11K65M),Cosmos 381,Retired,Success,Night,Site 132/2,Plesetsk Cosmodrome,,Russia
RVSN USSR,12/2/70,17:00:00,Proton K/Block D,Cosmos 382 (L1E),Retired,Success,Day,Site 81/23,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,12/3/70,13:55:00,Voskhod,Cosmos 383,Retired,Success,Day,Site 43/4,Plesetsk Cosmodrome,,Russia
RVSN USSR,12/10/70,11:10:00,Voskhod,Cosmos 384,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
ASI,12/12/70,10:53:00,Scout B,Explorer 42,Retired,Success,Day,SM Launch Tab,San Marco Launch Platform,,Kenya
CNES,12/12/70,12:00:00,Diamant B,P??ole,Retired,Success,Day,ELD,Guiana Space Centre - French Guiana,,France
RVSN USSR,12/12/70,13:00:00,Cosmos-3M (11K65M),Cosmos 385,Retired,Success,Day,Site 132/2,Plesetsk Cosmodrome,,Russia
RVSN USSR,12/15/70,10:00:00,Voskhod,Cosmos 386,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,12/16/70,4:30:00,Cosmos-3M (11K65M),Cosmos 387,Retired,Success,Night,Site 132/2,Plesetsk Cosmodrome,,Russia
RVSN USSR,12/18/70,9:39:00,Cosmos-2I (63SM),Cosmos 388,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,12/18/70,16:15:00,Vostok-2M,Cosmos 389,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,12/22/70,21:30:00,Cosmos-3M (11K65M),DS-P1-M #1,Retired,Failure,Night,Site 132/2,Plesetsk Cosmodrome,,Russia
RVSN USSR,12/25/70,3:50:00,Molniya-M /Block L,Molniya-1 na A22,Retired,Success,Night,Site 1/5,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,1/12/71,9:30:00,Voskhod,Cosmos 390,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,1/14/71,12:00:00,Cosmos-2I (63SM),Cosmos 391,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,1/20/71,11:24:00,Vostok-2M,Meteor na A18,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,1/21/71,8:40:00,Voskhod,Cosmos 392,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,1/26/71,12:44:00,Cosmos-2I (63SM),Cosmos 393,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,2/9/71,18:48:00,Cosmos-3M (11K65M),Cosmos 394,Retired,Success,Night,Site 132/1,Plesetsk Cosmodrome,,Russia
ISAS,2/16/71,4:00:00,Mu-IV S,Tansei 1,Retired,Success,Night,Mu Pad,Uchinoura Space Center,,Japan
RVSN USSR,2/17/71,21:10:00,Cosmos-3M (11K65M),Cosmos 395,Retired,Success,Night,Site 132/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,2/18/71,13:59:00,Voskhod,Cosmos 396,Retired,Success,Day,Site 43/3,Plesetsk Cosmodrome,,Russia
ISAS,2/21/71,5:00:00,Mu-III C,Hakucho,Retired,Success,Night,Mu Pad,Uchinoura Space Center,,Japan
RVSN USSR,2/25/71,11:11:00,Tsyklon-2,Cosmos 397,Retired,Success,Day,Site 90/20,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,2/26/71,5:06:00,Soyuz L,Cosmos 398 (T2K Lunar Lander),Retired,Success,Night,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,3/3/71,9:30:00,Voskhod,Cosmos 399,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
CASC,3/3/71,12:15:00,Long March 1,Shijian 1,Retired,Success,Day,Site 5020 (LA-2A),Jiuquan Satellite Launch Center,,China
RVSN USSR,3/4/71,14:27:00,Tsyklon-2,Cosmos 404,Retired,Success,Day,Site 90/20,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,3/5/71,1:02:00,Voskhod,Zenit-2M na A17,Retired,Failure,Night,Site 43/4,Plesetsk Cosmodrome,,Russia
RVSN USSR,3/5/71,8:15:00,Cosmos-2I (63SM),DS-P1-You #39,Retired,Failure,Day,Site 86/1,Kapustin Yar,,Russia
RVSN USSR,3/18/71,21:45:00,Cosmos-3M (11K65M),Cosmos 400,Retired,Success,Night,Site 132/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,3/23/71,11:30:00,Cosmos-3M (11K65M),Cosmos 407,Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,3/27/71,10:59:00,Voskhod,Cosmos 401,Retired,Success,Day,Site 43/4,Plesetsk Cosmodrome,,Russia
RVSN USSR,4/1/71,11:29:00,Tsyklon-2,Cosmos 402,Retired,Success,Day,Site 90/19,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,4/2/71,8:20:00,Voskhod,Cosmos 403,Retired,Success,Day,Site 43/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,4/7/71,7:10:00,Vostok-2M,Cosmos 405,Retired,Success,Day,Site 43/4,Plesetsk Cosmodrome,,Russia
RVSN USSR,4/14/71,8:00:00,Voskhod,Cosmos 406,Retired,Success,Day,Site 43/3,Plesetsk Cosmodrome,,Russia
CNES,4/15/71,9:09:00,Diamant B,Tournesol,Retired,Success,Day,ELD,Guiana Space Centre - French Guiana,,France
RVSN USSR,4/17/71,11:44:00,Vostok-2M,Meteor na A19,Retired,Success,Day,Site 43/4,Plesetsk Cosmodrome,,Russia
RVSN USSR,4/19/71,1:40:00,Proton K,Saliout-1,Retired,Success,Night,Site 81/24,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,4/22/71,4:22:00,Cosmos-3MRB (65MRB),BOR-2 Shuttle,Retired,Success,Night,Site 86/1,Kapustin Yar,,Russia
RVSN USSR,4/22/71,23:54:00,Soyuz,Soyuz 10,Retired,Success,Night,Site 1/5,Baikonur Cosmodrome,,Kazakhstan
ASI,4/24/71,7:32:00,Scout B,San Marco 3,Retired,Success,Day,Santa Rita 2,San Marco Launch Platform,,Kenya
RVSN USSR,4/24/71,11:15:00,Cosmos-2I (63SM),Cosmos 408,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,4/28/71,14:35:00,Cosmos-3M (11K65M),Cosmos 409,Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,5/6/71,6:20:00,Voskhod,Cosmos 410,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,5/7/71,14:20:00,Cosmos-3M (11K65M),Cosmos 411 to 418,Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,5/10/71,16:58:00,Proton K/Block D,Cosmos 419,Retired,Success,Day,Site 81/23,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,5/18/71,8:00:00,Voskhod,Cosmos 420,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,5/19/71,10:20:00,Cosmos-2I (63SM),Cosmos 421,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
RVSN USSR,5/19/71,16:22:00,Proton K/Block D,Mars-2,Retired,Success,Day,Site 81/24,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,5/22/71,0:51:00,Cosmos-3M (11K65M),Cosmos 422,Retired,Success,Night,Site 132/1,Plesetsk Cosmodrome,,Russia
RVSN USSR,5/27/71,11:59:00,Cosmos-2I (63SM),Cosmos 423,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
